ID;Funcionário_deixou_a_empresa;Idade;Frequência de Viagens;Distância_do_trabalho;Formação;E-Sat;Gênero;Estado_Civil;Salário;Qte_Empresas_Trabalhadas;Faz_hora_extras?;Perc_de_aumento;Qte_ações_da_empresa;Tempo_de_carreira;Horas_de_treinamento;Equilibrio_de_Vida;Tempo_de_empresa;Anos_no_mesmo_cargo;Anos_desde_a_ultima_promocao;Anos_com_o_mesmo_chefe
822;Não;49;Viaja raramente;8;Mestrado;Muito Alto;M;Casado;13120;6;Não;17;1;22;3;Muito bom;9;8;2;3
823;Não;34;Viaja frequentemente;2;Ensino Técnico;Muito Alto;M;Solteiro;4033;2;Não;11;0;5;3;Bom;3;2;0;2
824;Não;29;Viaja frequentemente;10;Ensino Superior;Muito Alto;F;Divorciado;3291;0;Não;14;2;8;2;Bom;7;5;1;1
825;Não;42;Viaja raramente;29;Ensino Superior;Médio;M;Solteiro;4272;4;Não;19;0;16;3;Muito bom;1;0;0;0
826;Não;29;Viaja raramente;8;Ensino Médio;Médio;M;Casado;5056;1;Sim;15;1;10;2;Bom;10;7;1;2
827;Não;38;Viaja raramente;1;Ensino Superior;Alto;M;Casado;2844;1;Não;13;1;7;2;Excelente;7;6;5;0
828;Não;28;Viaja frequentemente;6;Ensino Superior;Alto;M;Divorciado;2703;1;Sim;14;1;3;2;Muito bom;3;1;0;2
829;Sim;18;Não viaja;8;Ensino Médio;Alto;M;Solteiro;1904;1;Não;12;0;0;0;Muito bom;0;0;0;0
830;Sim;33;Viaja raramente;9;Mestrado;Baixo;F;Solteiro;8224;0;Sim;17;0;6;3;Muito bom;5;2;0;3
831;Não;41;Viaja raramente;12;Mestrado;Médio;M;Casado;4766;3;Sim;11;1;6;4;Muito bom;1;0;0;0
832;Sim;31;Viaja frequentemente;15;Ensino Superior;Alto;M;Casado;2610;1;Não;12;1;2;5;Bom;2;2;2;2
833;Não;37;Viaja raramente;25;Ensino Técnico;Alto;F;Divorciado;5731;7;Não;13;2;9;2;Muito bom;6;2;1;3
834;Não;27;Viaja raramente;6;Ensino Superior;Muito Alto;M;Casado;2539;1;Não;13;1;4;0;Muito bom;4;2;2;2
835;Não;34;Viaja raramente;9;Ensino Médio;Médio;F;Casado;5714;1;Não;20;0;6;3;Bom;6;5;1;3
836;Não;35;Viaja raramente;8;Mestrado;Alto;M;Solteiro;4323;1;Não;17;0;6;2;Ruim;5;4;1;4
837;Sim;29;Viaja raramente;23;Ensino Médio;Muito Alto;F;Casado;7336;1;Não;13;1;11;3;Ruim;11;8;3;10
838;Não;40;Viaja frequentemente;9;Mestrado;Médio;F;Solteiro;13499;9;Não;17;0;20;3;Bom;18;7;2;13
839;Sim;42;Viaja frequentemente;12;Ensino Superior;Alto;M;Solteiro;13758;0;Sim;12;0;22;2;Bom;21;9;13;14
840;Não;42;Viaja raramente;4;Mestrado;Médio;M;Solteiro;5155;7;Não;13;0;9;3;Excelente;6;4;1;5
841;Não;35;Viaja raramente;1;Mestrado;Muito Alto;M;Casado;2258;6;Não;12;1;10;2;Muito bom;8;0;1;7
842;Não;24;Viaja raramente;24;Ensino Superior;Muito Alto;M;Solteiro;3597;8;Não;22;0;6;2;Muito bom;4;3;1;2
843;Sim;28;Viaja raramente;12;Ensino Médio;Alto;F;Casado;2515;1;Sim;11;0;1;4;Bom;1;1;0;0
844;Não;26;Viaja raramente;3;Mestrado;Baixo;M;Casado;4420;1;Não;22;1;8;2;Muito bom;8;7;0;7
845;Não;30;Viaja raramente;10;Ensino Superior;Alto;M;Casado;6578;1;Não;18;1;10;3;Muito bom;10;3;1;4
846;Não;40;Viaja frequentemente;26;Ensino Técnico;Alto;F;Casado;4422;3;Sim;13;1;16;3;Ruim;1;1;0;0
847;Não;35;Viaja raramente;2;Ensino Superior;Alto;M;Divorciado;10274;2;Não;18;1;15;2;Excelente;7;7;6;4
848;Não;34;Viaja frequentemente;1;Ensino Superior;Muito Alto;M;Solteiro;5343;0;Não;20;0;14;3;Muito bom;13;9;4;9
849;Não;35;Viaja frequentemente;4;Mestrado;Muito Alto;M;Casado;2376;1;Não;13;1;2;2;Excelente;2;2;2;2
850;Sim;43;Viaja raramente;9;Ensino Superior;Baixo;F;Solteiro;5346;8;Não;13;0;7;2;Bom;4;3;1;3
851;Não;32;Não viaja;2;Ensino Médio;Alto;F;Divorciado;2827;1;Não;12;3;1;3;Muito bom;1;0;0;0
852;Não;56;Viaja raramente;4;Mestrado;Muito Alto;F;Divorciado;19943;4;Não;13;1;28;2;Muito bom;5;2;4;2
853;Não;29;Viaja raramente;6;Ensino Médio;Médio;F;Casado;3131;1;Não;13;1;10;5;Muito bom;10;8;0;8
854;Não;19;Viaja raramente;9;Ensino Técnico;Alto;M;Solteiro;2552;1;Não;25;0;1;4;Muito bom;1;1;0;0
855;Não;45;Viaja raramente;7;Ensino Superior;Baixo;F;Casado;4477;4;Sim;19;1;7;2;Bom;3;2;0;2
856;Não;37;Viaja raramente;1;Ensino Superior;Muito Alto;F;Casado;6474;1;Não;13;1;14;2;Bom;14;8;3;11
857;Não;20;Viaja raramente;3;Ensino Superior;Baixo;M;Solteiro;3033;1;Não;12;0;2;2;Bom;2;2;1;2
858;Sim;44;Viaja raramente;10;Mestrado;Alto;M;Solteiro;2936;1;Sim;11;0;6;4;Muito bom;6;4;0;2
859;Não;53;Viaja raramente;7;Ensino Técnico;Muito Alto;F;Divorciado;18606;3;Não;18;1;26;6;Muito bom;7;7;4;7
860;Não;29;Viaja raramente;15;Ensino Médio;Médio;F;Casado;2168;0;Sim;18;1;6;2;Bom;5;4;1;3
861;Sim;22;Viaja frequentemente;3;Mestrado;Alto;M;Casado;2853;0;Sim;11;1;1;5;Muito bom;0;0;0;0
862;Não;46;Viaja raramente;2;Ensino Superior;Alto;F;Casado;17048;8;Não;23;0;28;2;Muito bom;26;15;15;9
863;Não;44;Não viaja;17;Ensino Superior;Muito Alto;M;Solteiro;2290;2;Não;13;0;6;3;Muito bom;0;0;0;0
864;Não;33;Viaja raramente;2;Ensino Superior;Médio;M;Casado;3600;1;Não;13;1;5;2;Muito bom;5;4;1;4
865;Sim;41;Não viaja;5;Ensino Técnico;Baixo;M;Divorciado;2107;6;Não;17;1;5;2;Ruim;1;0;0;0
866;Não;30;Viaja raramente;29;Mestrado;Alto;M;Divorciado;4115;8;Não;19;3;8;3;Muito bom;4;3;0;3
867;Não;40;Viaja frequentemente;2;Mestrado;Médio;M;Casado;4327;5;Não;12;3;5;2;Muito bom;0;0;0;0
868;Não;50;Viaja frequentemente;2;Ensino Superior;Muito Alto;F;Casado;17856;2;Não;22;1;32;3;Muito bom;2;2;2;2
869;Não;28;Viaja raramente;19;Mestrado;Muito Alto;M;Casado;3196;1;Não;12;3;6;2;Muito bom;6;5;3;3
870;Não;46;Viaja raramente;15;Ensino Técnico;Muito Alto;M;Casado;19081;5;Não;11;1;25;2;Muito bom;4;2;0;3
871;Não;35;Viaja raramente;17;Mestrado;Alto;M;Casado;8966;3;Sim;15;3;15;2;Muito bom;7;7;1;7
872;Sim;24;Viaja raramente;17;Ensino Técnico;Muito Alto;F;Casado;2210;1;Não;13;1;1;3;Ruim;1;0;0;0
873;Não;33;Viaja frequentemente;25;Ensino Superior;Médio;F;Casado;4539;1;Não;12;1;10;3;Bom;10;7;0;1
874;Não;36;Viaja raramente;6;Mestrado;Alto;M;Divorciado;2741;1;Não;14;1;7;4;Muito bom;7;7;1;7
875;Não;30;Viaja raramente;7;Mestrado;Alto;M;Divorciado;3491;1;Não;13;3;10;4;Bom;10;7;8;9
876;Não;44;Viaja raramente;29;Mestrado;Muito Alto;M;Solteiro;4541;1;Não;25;0;20;3;Muito bom;20;11;13;17
877;Não;20;Viaja raramente;21;Ensino Superior;Alto;M;Solteiro;2678;1;Não;17;0;2;2;Muito bom;2;1;2;2
878;Não;46;Viaja raramente;2;Mestrado;Muito Alto;M;Divorciado;7379;2;Não;11;1;12;3;Bom;6;3;1;4
879;Não;42;Não viaja;2;Doutorado;Muito Alto;M;Casado;6272;7;Não;16;1;10;3;Excelente;4;3;0;3
880;Não;60;Viaja raramente;7;Mestrado;Médio;M;Divorciado;5220;0;Sim;18;1;12;3;Muito bom;11;7;1;9
881;Não;32;Viaja frequentemente;13;Ensino Superior;Alto;F;Casado;2743;1;Não;20;1;2;2;Muito bom;2;2;2;2
882;Não;32;Viaja frequentemente;2;Ensino Técnico;Muito Alto;F;Solteiro;4998;4;Sim;14;0;10;2;Muito bom;8;7;0;7
883;Não;36;Viaja raramente;1;Ensino Superior;Alto;F;Divorciado;10252;2;Sim;21;1;17;2;Muito bom;7;7;7;7
884;Não;33;Viaja raramente;9;Ensino Superior;Baixo;M;Casado;2781;0;Não;13;1;15;5;Muito bom;14;10;4;10
885;Não;40;Viaja raramente;10;Ensino Superior;Médio;F;Divorciado;6852;7;Não;12;1;7;2;Excelente;5;1;1;3
886;Não;25;Viaja raramente;10;Mestrado;Alto;M;Solteiro;4950;0;Não;14;0;5;4;Muito bom;4;3;1;1
887;Não;30;Viaja raramente;1;Ensino Superior;Muito Alto;M;Casado;3579;0;Sim;21;1;12;2;Muito bom;11;9;5;7
888;Não;42;Viaja frequentemente;26;Doutorado;Baixo;F;Casado;13191;3;Sim;17;0;20;6;Muito bom;1;0;0;0
889;Não;35;Não viaja;8;Ensino Técnico;Alto;F;Casado;10377;4;Sim;11;1;16;6;Bom;13;2;4;12
890;Não;27;Viaja raramente;14;Ensino Superior;Baixo;M;Casado;2235;1;Sim;14;2;9;3;Bom;9;7;6;8
891;Não;54;Viaja frequentemente;1;Mestrado;Muito Alto;F;Divorciado;10502;7;Não;17;1;33;2;Ruim;5;4;1;4
892;Não;44;Viaja raramente;2;Ensino Médio;Baixo;F;Casado;2011;1;Não;13;1;10;5;Muito bom;10;5;7;7
893;Sim;19;Não viaja;10;Ensino Superior;Baixo;F;Solteiro;1859;1;Sim;25;0;1;2;Excelente;1;1;0;0
894;Não;29;Viaja raramente;1;Ensino Superior;Baixo;F;Divorciado;3760;1;Não;15;3;3;5;Muito bom;3;2;1;2
895;Não;54;Viaja raramente;3;Ensino Superior;Muito Alto;M;Casado;17779;3;Não;14;0;36;2;Muito bom;10;9;0;9
896;Não;31;Viaja raramente;11;Ensino Técnico;Alto;M;Casado;6833;1;Sim;12;0;6;2;Bom;6;5;0;1
897;Não;31;Viaja raramente;24;Ensino Superior;Alto;F;Solteiro;6812;1;Não;19;0;10;2;Muito bom;10;9;1;8
898;Não;59;Viaja raramente;3;Ensino Superior;Alto;F;Solteiro;5171;5;Não;17;0;13;2;Muito bom;6;1;0;5
899;Não;43;Viaja raramente;3;Ensino Superior;Alto;M;Casado;19740;3;Não;14;1;25;2;Muito bom;8;7;0;7
900;Não;49;Viaja raramente;4;Ensino Técnico;Baixo;M;Casado;18711;2;Não;13;1;23;2;Excelente;1;0;0;0
901;Não;36;Viaja frequentemente;3;Ensino Superior;Alto;M;Casado;3692;1;Não;12;0;12;2;Bom;11;10;0;7
902;Não;48;Viaja raramente;2;Ensino Técnico;Muito Alto;M;Solteiro;2559;5;Não;11;0;7;4;Bom;1;0;0;0
903;Não;27;Viaja raramente;4;Ensino Técnico;Baixo;M;Divorciado;2517;1;Não;11;3;5;2;Muito bom;5;3;0;3
904;Não;29;Viaja raramente;7;Ensino Superior;Alto;M;Divorciado;6623;1;Sim;11;2;6;2;Muito bom;6;0;1;0
905;Não;48;Viaja raramente;1;Ensino Superior;Muito Alto;M;Solteiro;18265;6;Não;12;0;25;3;Excelente;1;0;0;0
906;Não;29;Viaja raramente;1;Ensino Superior;Muito Alto;F;Divorciado;16124;3;Não;14;2;9;2;Bom;7;7;1;7
907;Não;34;Viaja raramente;20;Ensino Superior;Alto;F;Casado;2585;0;Não;17;0;2;5;Bom;1;0;0;0
908;Não;44;Viaja raramente;5;Ensino Superior;Médio;M;Casado;18213;7;Não;11;1;26;5;Muito bom;22;9;3;10
909;Não;33;Viaja raramente;10;Doutorado;Muito Alto;M;Divorciado;8380;0;Sim;14;2;10;3;Muito bom;9;8;0;8
910;Não;19;Viaja raramente;25;Ensino Superior;Médio;F;Solteiro;2994;1;Sim;12;0;1;2;Muito bom;1;0;0;1
911;Não;23;Viaja raramente;1;Ensino Técnico;Muito Alto;M;Casado;1223;1;Não;22;1;1;2;Muito bom;1;0;0;1
912;Sim;25;Viaja frequentemente;24;Ensino Médio;Alto;M;Solteiro;1118;1;Sim;14;0;1;4;Muito bom;1;0;1;0
913;Não;26;Viaja raramente;4;Ensino Técnico;Alto;M;Solteiro;2875;1;Sim;20;0;8;2;Bom;8;5;2;2
914;Sim;45;Viaja raramente;2;Ensino Superior;Baixo;F;Solteiro;18824;2;Sim;16;0;26;2;Muito bom;24;10;1;11
915;Não;55;Não viaja;8;Ensino Médio;Muito Alto;M;Divorciado;13577;1;Sim;15;1;34;3;Muito bom;33;9;15;0
916;Sim;21;Viaja frequentemente;10;Ensino Técnico;Baixo;F;Solteiro;2625;1;Não;20;0;2;2;Ruim;2;2;2;2
917;Não;46;Viaja raramente;4;Ensino Técnico;Muito Alto;F;Casado;18789;2;Não;14;1;26;2;Muito bom;11;4;0;8
918;Não;34;Viaja raramente;2;Ensino Superior;Alto;F;Solteiro;4538;0;Sim;12;0;4;3;Muito bom;3;2;0;2
919;Não;51;Viaja frequentemente;9;Ensino Superior;Muito Alto;M;Divorciado;19847;4;Sim;24;1;31;5;Bom;29;10;11;10
920;Não;59;Viaja raramente;18;Mestrado;Muito Alto;M;Solteiro;10512;6;Não;12;0;25;6;Bom;9;7;5;4
921;Não;34;Viaja frequentemente;19;Ensino Superior;Alto;F;Divorciado;4444;4;Não;13;2;15;2;Excelente;11;8;5;10
922;Não;28;Viaja frequentemente;1;Mestrado;Muito Alto;M;Solteiro;2154;0;Sim;11;0;5;2;Bom;4;2;0;2
923;Não;44;Viaja raramente;4;Ensino Técnico;Alto;M;Divorciado;19190;1;Não;14;2;26;4;Bom;25;9;14;13
924;Não;34;Viaja frequentemente;11;Ensino Superior;Alto;M;Casado;4490;4;Não;11;2;14;5;Excelente;10;9;1;8
925;Não;35;Viaja raramente;6;Ensino Médio;Alto;M;Casado;3506;0;Sim;14;0;4;3;Muito bom;3;2;2;2
926;Não;42;Viaja raramente;7;Mestrado;Médio;F;Casado;2372;6;Sim;16;0;18;2;Muito bom;1;0;0;0
927;Não;43;Viaja raramente;4;Mestrado;Muito Alto;F;Solteiro;10231;3;Não;14;0;23;3;Excelente;21;7;15;17
928;Não;36;Viaja raramente;2;Mestrado;Alto;F;Solteiro;5410;9;Sim;11;0;18;2;Muito bom;16;14;5;12
929;Sim;44;Viaja raramente;15;Ensino Superior;Baixo;F;Casado;7978;1;Não;11;1;10;2;Muito bom;10;7;0;5
930;Não;28;Viaja frequentemente;2;Ensino Superior;Muito Alto;M;Casado;3867;1;Sim;12;1;2;2;Muito bom;2;2;2;2
931;Não;51;Viaja frequentemente;6;Ensino Técnico;Médio;F;Solteiro;2838;0;Não;14;0;8;6;Bom;7;0;7;7
932;Não;30;Não viaja;9;Ensino Técnico;Alto;F;Solteiro;4695;7;Sim;18;0;10;3;Muito bom;8;4;1;7
933;Sim;29;Viaja raramente;7;Ensino Superior;Médio;F;Divorciado;3339;3;Sim;13;2;10;2;Muito bom;7;7;7;7
934;Não;28;Viaja raramente;1;Ensino Superior;Muito Alto;M;Solteiro;2080;2;Não;11;0;5;2;Bom;3;2;1;2
935;Não;25;Viaja raramente;1;Ensino Superior;Muito Alto;F;Solteiro;2096;1;Não;18;0;2;3;Bom;2;2;2;1
936;Não;32;Viaja raramente;8;Ensino Superior;Alto;M;Casado;6209;1;Não;15;2;10;4;Excelente;10;7;0;8
937;Não;45;Viaja frequentemente;25;Ensino Superior;Médio;F;Solteiro;18061;3;Não;22;0;22;4;Muito bom;0;0;0;0
938;Não;39;Viaja raramente;13;Mestrado;Alto;F;Divorciado;17123;6;Sim;13;2;21;4;Muito bom;19;9;15;2
939;Não;58;Viaja raramente;23;Mestrado;Baixo;M;Divorciado;2372;1;Não;12;2;2;3;Muito bom;2;2;2;2
940;Sim;32;Viaja raramente;7;Ensino Técnico;Muito Alto;M;Casado;4883;1;Não;18;1;10;3;Muito bom;10;4;1;1
941;Sim;39;Viaja raramente;23;Ensino Superior;Alto;M;Solteiro;3904;0;Não;13;0;6;2;Muito bom;5;2;0;3
942;Não;30;Viaja raramente;6;Ensino Superior;Baixo;F;Casado;4627;0;Não;12;1;10;6;Muito bom;9;2;6;7
943;Não;36;Viaja raramente;10;Mestrado;Muito Alto;F;Casado;7094;3;Não;12;0;10;0;Muito bom;7;7;1;7
944;Não;46;Viaja raramente;1;Ensino Técnico;Muito Alto;F;Solteiro;3423;6;Não;12;0;10;3;Excelente;7;6;5;7
945;Não;28;Não viaja;1;Ensino Superior;Alto;F;Casado;6674;0;Não;11;3;10;6;Muito bom;9;8;7;5
946;Não;50;Viaja raramente;28;Ensino Superior;Muito Alto;F;Casado;16880;4;Sim;11;0;25;2;Muito bom;3;2;1;2
947;Sim;40;Viaja raramente;25;Mestrado;Muito Alto;M;Solteiro;9094;2;Sim;12;0;9;2;Muito bom;5;4;1;0
948;Sim;52;Viaja raramente;5;Ensino Superior;Médio;M;Solteiro;8446;9;Sim;19;0;10;2;Bom;8;7;7;7
949;Não;30;Viaja raramente;17;Mestrado;Médio;F;Casado;11916;1;Sim;23;2;9;2;Muito bom;9;1;0;8
950;Não;39;Viaja raramente;18;Ensino Técnico;Baixo;M;Solteiro;4534;0;Não;11;0;9;6;Muito bom;8;7;1;7
951;Não;31;Não viaja;2;Mestrado;Muito Alto;F;Divorciado;9852;1;Sim;19;1;10;5;Bom;10;8;9;6
952;Não;41;Não viaja;10;Ensino Técnico;Alto;M;Solteiro;6151;1;Não;13;0;19;4;Muito bom;19;2;11;9
953;Sim;31;Viaja frequentemente;1;Ensino Superior;Muito Alto;F;Solteiro;2302;1;Sim;11;0;3;2;Excelente;3;2;2;2
954;Sim;44;Viaja raramente;3;Ensino Superior;Baixo;M;Casado;2362;4;Não;12;0;10;4;Excelente;3;2;1;2
955;Não;42;Não viaja;2;Ensino Médio;Alto;M;Casado;17861;0;Sim;13;0;21;3;Bom;20;8;2;10
956;Não;55;Viaja raramente;2;Ensino Técnico;Muito Alto;F;Casado;19187;4;Não;14;1;23;5;Muito bom;19;9;9;11
957;Não;56;Viaja raramente;8;Mestrado;Muito Alto;M;Solteiro;19717;6;Não;14;0;36;4;Muito bom;7;3;7;7
958;Não;40;Não viaja;16;Ensino Técnico;Alto;M;Divorciado;3544;9;Não;16;1;6;0;Muito bom;4;2;0;0
959;Não;34;Viaja raramente;9;Ensino Superior;Muito Alto;M;Divorciado;8500;0;Não;11;1;10;0;Bom;9;7;1;6
960;Não;40;Viaja raramente;2;Ensino Superior;Alto;M;Solteiro;4661;1;Não;13;0;9;4;Muito bom;9;8;8;8
961;Não;41;Viaja frequentemente;1;Ensino Superior;Alto;F;Divorciado;4103;0;Não;17;1;10;2;Muito bom;9;3;1;7
962;Não;35;Viaja frequentemente;4;Mestrado;Alto;M;Solteiro;4249;1;Sim;11;0;9;3;Muito bom;9;6;1;1
963;Não;51;Viaja raramente;5;Ensino Superior;Alto;M;Divorciado;14026;1;Sim;11;1;33;2;Muito bom;33;9;0;10
964;Não;38;Viaja raramente;2;Ensino Técnico;Médio;F;Divorciado;6893;3;Não;15;1;11;3;Muito bom;7;7;1;7
965;Não;34;Viaja raramente;15;Ensino Técnico;Alto;F;Solteiro;6125;1;Não;12;0;10;6;Excelente;10;8;9;6
966;Não;25;Viaja raramente;19;Ensino Médio;Muito Alto;M;Casado;3669;3;Não;11;3;7;6;Bom;3;2;1;2
967;Sim;58;Viaja raramente;7;Mestrado;Alto;F;Casado;10008;7;Sim;14;0;31;0;Bom;10;9;5;9
968;Não;40;Viaja raramente;1;Mestrado;Médio;M;Casado;2387;3;Não;22;1;7;3;Muito bom;4;2;0;3
969;Não;36;Viaja frequentemente;7;Ensino Superior;Baixo;F;Casado;4639;2;Não;16;1;17;2;Bom;15;7;6;13
970;Não;48;Viaja raramente;4;Ensino Superior;Muito Alto;M;Solteiro;7898;1;Não;11;0;11;2;Muito bom;10;9;0;8
971;Não;27;Viaja raramente;11;Ensino Superior;Alto;F;Casado;2534;8;Não;14;1;5;4;Muito bom;1;0;0;0
972;Não;51;Viaja raramente;11;Ensino Técnico;Muito Alto;F;Solteiro;13142;3;Não;16;0;29;1;Bom;5;2;0;3
973;Não;18;Não viaja;1;Ensino Superior;Muito Alto;F;Solteiro;1611;1;Não;15;0;0;5;Excelente;0;0;0;0
974;Não;35;Viaja raramente;1;Ensino Superior;Muito Alto;F;Casado;5363;0;Não;12;1;10;0;Muito bom;9;7;0;0
975;Não;27;Viaja frequentemente;2;Ensino Médio;Muito Alto;M;Solteiro;5071;3;Não;20;0;8;3;Muito bom;6;2;0;0
976;Sim;55;Viaja raramente;13;Mestrado;Baixo;M;Solteiro;13695;6;Sim;17;0;24;2;Bom;19;7;3;8
977;Não;56;Viaja raramente;23;Ensino Superior;Muito Alto;M;Casado;13402;4;Sim;12;1;33;0;Muito bom;19;16;15;9
978;Não;34;Não viaja;26;Ensino Médio;Baixo;F;Divorciado;2029;1;Não;20;3;5;2;Muito bom;5;4;0;0
979;Não;40;Viaja raramente;2;Ensino Médio;Médio;F;Divorciado;6377;5;Não;20;3;15;0;Muito bom;12;11;11;8
980;Não;34;Viaja raramente;29;Ensino Superior;Médio;M;Casado;5429;4;Não;13;2;10;1;Muito bom;8;7;7;7
981;Sim;31;Viaja frequentemente;2;Ensino Superior;Alto;F;Solteiro;2785;7;Não;14;0;3;3;Excelente;1;0;0;0
982;Sim;35;Viaja frequentemente;18;Mestrado;Muito Alto;F;Casado;4614;0;Sim;18;1;5;0;Bom;4;2;3;2
983;Não;38;Viaja frequentemente;7;Ensino Superior;Muito Alto;M;Divorciado;2610;1;Não;11;3;4;2;Muito bom;4;2;0;3
984;Não;34;Viaja raramente;2;Mestrado;Alto;F;Solteiro;6687;1;Não;11;0;14;2;Excelente;14;11;4;11
985;Não;28;Viaja raramente;26;Ensino Superior;Alto;M;Casado;4724;1;Não;11;1;5;0;Muito bom;5;3;0;4
986;Sim;31;Viaja raramente;22;Mestrado;Muito Alto;M;Casado;6179;1;Sim;15;2;10;3;Bom;10;2;6;7
987;Não;39;Viaja raramente;21;Mestrado;Baixo;M;Casado;6120;3;Sim;12;2;8;2;Excelente;5;4;1;4
988;Não;51;Viaja frequentemente;2;Ensino Superior;Médio;M;Casado;10596;2;Não;11;0;14;5;Muito bom;4;2;3;2
989;Não;41;Viaja frequentemente;22;Ensino Superior;Muito Alto;F;Divorciado;5467;3;Sim;14;2;12;4;Bom;6;2;3;3
990;Não;37;Viaja raramente;4;Ensino Médio;Alto;M;Casado;2996;7;Sim;15;0;8;2;Muito bom;6;4;1;3
991;Não;33;Viaja frequentemente;5;Ensino Médio;Médio;M;Casado;9998;6;Não;13;0;8;2;Excelente;5;4;1;2
992;Não;32;Viaja raramente;2;Ensino Médio;Alto;M;Casado;4078;0;Sim;13;3;4;3;Bom;3;2;1;2
993;Não;39;Não viaja;25;Ensino Técnico;Alto;M;Casado;10920;3;Não;21;1;13;2;Muito bom;6;4;0;5
994;Não;25;Viaja raramente;18;Ensino Médio;Baixo;M;Casado;6232;2;Não;11;0;6;3;Bom;3;2;1;2
995;Não;52;Viaja frequentemente;28;Ensino Técnico;Muito Alto;F;Casado;13247;2;Sim;11;1;24;3;Bom;5;3;0;2
996;Não;43;Viaja raramente;6;Ensino Superior;Baixo;F;Solteiro;4081;1;Sim;14;0;20;3;Ruim;20;7;1;8
997;Não;27;Viaja raramente;10;Ensino Superior;Muito Alto;F;Casado;5769;1;Sim;11;0;6;3;Muito bom;6;2;4;4
998;Sim;27;Viaja raramente;17;Mestrado;Muito Alto;F;Solteiro;2394;1;Sim;13;0;8;2;Muito bom;8;2;7;7
999;Não;26;Viaja raramente;2;Ensino Médio;Baixo;M;Solteiro;3904;0;Não;12;0;5;2;Muito bom;4;3;1;1
1000;Não;42;Viaja raramente;10;Ensino Superior;Alto;F;Casado;16799;0;Não;14;1;21;5;Muito bom;20;7;0;9
1001;Não;52;Viaja raramente;8;Mestrado;Alto;F;Casado;2950;9;Não;13;0;12;2;Ruim;5;4;0;4
1002;Não;37;Viaja raramente;11;Ensino Superior;Baixo;F;Solteiro;3629;4;Não;18;0;8;6;Muito bom;3;2;0;2
1003;Não;35;Viaja frequentemente;18;Ensino Técnico;Alto;M;Solteiro;9362;2;Não;11;0;10;2;Muito bom;2;2;2;2
1004;Não;25;Viaja raramente;1;Ensino Superior;Baixo;M;Casado;3229;4;Não;11;1;7;2;Bom;3;2;0;2
1005;Não;26;Viaja raramente;7;Ensino Superior;Alto;M;Solteiro;3578;0;Não;12;0;8;2;Muito bom;7;7;0;7
1006;Não;29;Viaja raramente;17;Ensino Superior;Médio;M;Solteiro;7988;1;Não;13;0;10;3;Bom;10;9;0;9
1007;Sim;49;Viaja frequentemente;28;Ensino Técnico;Baixo;M;Solteiro;4284;3;Não;20;0;20;2;Muito bom;4;3;1;3
1008;Sim;29;Viaja frequentemente;14;Ensino Médio;Alto;F;Solteiro;7553;0;Sim;12;0;9;1;Muito bom;8;7;7;7
1009;Não;54;Viaja raramente;1;Ensino Superior;Muito Alto;F;Solteiro;17328;6;Não;19;0;29;3;Bom;20;7;12;7
1010;Não;58;Viaja raramente;1;Ensino Superior;Muito Alto;F;Casado;19701;3;Sim;21;1;32;3;Muito bom;9;8;1;5
1011;Não;55;Viaja raramente;1;Mestrado;Médio;M;Divorciado;14732;2;Não;13;2;31;4;Excelente;7;7;0;0
1012;Não;36;Viaja raramente;3;Mestrado;Baixo;F;Solteiro;9278;3;Sim;16;0;15;3;Muito bom;5;4;0;1
1013;Sim;31;Viaja frequentemente;1;Mestrado;Médio;F;Solteiro;1359;1;Não;12;0;1;3;Muito bom;1;0;0;0
1014;Não;30;Viaja raramente;7;Mestrado;Muito Alto;F;Divorciado;4779;7;Não;14;2;8;3;Muito bom;3;2;0;2
1015;Não;31;Viaja raramente;8;Doutorado;Baixo;F;Solteiro;16422;3;Não;11;0;9;3;Excelente;3;2;1;0
1016;Não;34;Viaja frequentemente;1;Mestrado;Muito Alto;M;Divorciado;2996;5;Não;14;2;10;2;Muito bom;4;3;1;3
1017;Sim;31;Viaja raramente;8;Ensino Superior;Baixo;F;Solteiro;1261;1;Não;12;0;1;3;Excelente;1;0;0;0
1018;Não;27;Viaja raramente;11;Ensino Médio;Médio;M;Casado;2099;0;Não;14;0;6;3;Excelente;5;0;1;4
1019;Não;36;Viaja raramente;4;Mestrado;Baixo;M;Solteiro;5810;1;Não;16;0;10;2;Bom;10;4;1;8
1020;Não;36;Viaja raramente;16;Mestrado;Alto;F;Casado;5647;4;Não;13;2;11;3;Bom;3;2;0;2
1021;Não;47;Viaja raramente;1;Ensino Superior;Baixo;M;Casado;3420;7;Não;12;1;17;2;Bom;6;5;1;2
1022;Sim;25;Viaja raramente;9;Ensino Técnico;Baixo;M;Casado;4400;3;Não;12;0;6;2;Muito bom;3;2;2;2
1023;Não;37;Não viaja;5;Ensino Técnico;Alto;M;Solteiro;3500;0;Não;14;0;7;2;Ruim;6;5;1;3
1024;Não;56;Viaja raramente;1;Ensino Técnico;Baixo;F;Casado;2066;2;Não;22;1;5;3;Excelente;3;2;1;0
1025;Não;47;Viaja raramente;2;Mestrado;Baixo;F;Casado;17169;3;Não;19;2;26;2;Excelente;20;17;5;6
1026;Não;24;Viaja raramente;4;Ensino Médio;Muito Alto;F;Casado;4162;1;Sim;12;2;5;3;Muito bom;5;4;0;3
